isoform_ID,miRNA_ID,length,n_segments
"chr18|26035005,26035831,26038555,26039289|26035127,26035923,26038659,26039456|-",hsa-miR-18a-3p,489,1
"chr1|113897840,113901325,113901755|113897932,113901383,113901885|-",hsa-miR-6777-3p,283,1
"chr14|60118329,60121196,60124218,60125637|60118692,60121299,60124310,60125823|+",hsa-miR-6127,748,1
"chr13|42285986,42286300,42303664,42308454|42286035,42286345,42303863,42308609|+",hsa-miR-4667-3p,452,1
"chr22|27853513,27854854,27858387,27860131,27873738,27894555,27896552,27897801|27853663,27854939,27858509,27860241,27873815,27894638,27896626,27897892|-",hsa-miR-6744-3p,800,1
"chr17|17219019,17226176,17227885,17231794,17232788|17219209,17226322,17228161,17231882,17232901|-",hsa-miR-10396a-3p,818,1
"chr10|11597631,11601345,11601891|11597717,11601467,11601980|-",hsa-miR-2392,300,1
"chr5|32268701,32270817,32271833,32273980,32276682|32268794,32270947,32271905,32274122,32276742|-",hsa-miR-8073,502,1
"chr9|112262435,112268049,112275844,112297832,112330441|112262599,112268195,112276013,112297916,112330474|-",hsa-miR-3139,601,1
"chr4|150588048,150590713,150599007,150683551,150735258,150761783|150588184,150590859,150599131,150683717,150735366,150761847|-",hsa-miR-1181,750,1
chr9|110941421|110942168|-,hsa-miR-1291,748,1
"chr3|172226871,172247533|172226947,172247776|+",hsa-miR-6796-5p,321,1
"chr17|42337435,42337763,42338727|42337586,42337857,42338812|-",hsa-miR-4254,333,1
"chr12|120716628,120716870|120716739,120717042|+",hsa-miR-5193,285,1
"chr9|105705597,105721537,105722534,105748073|105705753,105721721,105722621,105748190|+",hsa-miR-205-5p,548,1
"chr4|82878730,82880799,82881858|82878928,82880922,82881940|-",hsa-miR-6860,406,1
"chr22|31602212,31602607,31603744,31604309,31604869|31602293,31602785,31603819,31604404,31604945|+",hsa-miR-6738-3p,510,1
"chr3|195688533,195689546|195689438,195689608|+",hsa-miR-181a-2-3p,969,1
"chr10|16484337,16486352|16484816,16486617|+",hsa-miR-1225-5p,746,1
"chr5|93587917,93593562|93588444,93593749|+",hsa-miR-1226-5p,716,1
"chr3|197814908,197820325,197826878,197829564|197815052,197820430,197827014,197829673|+",hsa-miR-100-3p,498,1
"chr1|15872816,15876202|15873136,15876678|+",hsa-miR-3714,798,1
"chr16|53479154,53479886,53480567|53479225,53479991,53480769|+",hsa-miR-378i,381,1
"chr1|161791408,161792124,161802052,161819633,161821070|161791537,161792327,161802272,161819818,161821161|+",hsa-miR-5693,833,1
"chr16|28955978,28956151,28958717,28958991|28956058,28956337,28958861,28959100|+",hsa-miR-1182,523,1
"chr16|2757781,2758470,2758985,2759140,2759352,2759569,2760301|2757945,2758547,2759047,2759172,2759402,2759661,2760499|+",hsa-miR-4469,682,1
"chr7|30778432,30791399|30778477,30791574|+",hsa-miR-4466,222,1
"chr3|121714861,121716737|121714976,121717139|-",hsa-miR-2467-5p,519,1
"chr3|119843255,119905755|119843353,119905852|-",hsa-miR-6796-5p,197,1
"chr4|1899221,1900626,1935238,1938451,1939654|1899395,1900699,1935262,1938532,1939778|+",hsa-miR-4728-3p,481,1
chr9|116651528|116651793|-,hsa-miR-4458,266,1
"chr2|69896436,69897377|69896548,69897456|+",hsa-miR-4747-5p,193,1
"chr1|5961794,5967299,5969087,5978270,5986155|5961949,5967363,5969259,5978413,5986327|-",hsa-miR-6769b-5p,711,1
"chr16|69245602,69260050,69270143,69284048|69245815,69260260,69270285,69284244|+",hsa-miR-6514-3p,765,1
"chr12|12519862,12520871|12520000,12521463|-",hsa-miR-1912-3p,732,1
"chr9|122853952,122859913|122854086,122860131|-",hsa-miR-4648,354,1
"chr9|2782756,2804257,2807814,2810344,2811361,2812220|2782846,2804463,2807904,2810431,2811583,2812362|-",hsa-miR-370-5p,843,1
"chr6|89793762,89794100,89794577,89803328|89793954,89794207,89794801,89803554|-",hsa-miR-12113,753,1
"chr5|100362049,100375700,100377049|100362184,100375849,100377192|-",hsa-miR-6779-5p,430,1
"chr1|35392212,35392647,35393595,35396552,35397377,35398413,35398864,35399482|35392352,35392684,35393739,35396670,35397545,35398466,35399043,35399576|+",hsa-miR-1303,941,1
"chr1|16447870,16448060,16449093,16451838|16447974,16448141,16449201,16452015|+",hsa-miR-7111-5p,474,1
"chr22|21769195,21772873,21788257,21788694,21799012|21769320,21772982,21788388,21788808,21799128|-",hsa-miR-146b-3p,600,1
"chr6|104791504,104795579,104796655,104796929,104811311,104833042,104843223|104791654,104795685,104796756,104797025,104811393,104833173,104843298|-",hsa-miR-346,748,1
"chr18|12506477,12512454,12535476,12546674,12635062|12506641,12512531,12535601,12546904,12635096|-",hsa-miR-200b-3p,635,1
"chr14|102714423,102721007,102721320|102714617,102721084,102721377|+",hsa-miR-6838-5p,331,1
"chr1|26760856,26761384,26762152,26762973|26761096,26761473,26762319,26763285|+",hsa-miR-185-5p,812,1
"chr17|59737453,59738837,59764971,59773754,59808796,59811670,59817712|59737543,59738947,59765138,59773885,59808876,59811786,59817773|+",hsa-miR-6838-5p,762,1
"chr2|127986785,127989564,127993280|127986962,127989683,127993308|-",hsa-miR-3135b,327,1
"chr21|39209995,39210786,39212666,39213481,39215237,39218152,39218505,39224408,39225086|39210147,39210929,39212707,39213553,39215362,39218272,39218660,39224469,39225197|-",hsa-miR-508-5p,989,1
"chr11|46541945,46543133|46542002,46543398|-",hsa-miR-4758-5p,324,1
"chr8|25460240,25460384,25462054,25466175,25468217,25469896|25460300,25460554,25462208,25466325,25468413,25469980|+",hsa-miR-9851-5p,820,1
"chr3|9464425,9465478|9464672,9465558|+",hsa-miR-608,329,1
"chr21|37187049,37188495,37191334,37192112,37195675|37187145,37188595,37191424,37192213,37196036|+",hsa-miR-6842-5p,753,1
"chr1|20969474,20973002,20980334,20981048,21002713,21050866,21089138,21111323|20969596,20973099,20980448,20981227,21002808,21050994,21089213,21111383|-",hsa-miR-198,878,1
"chr2|202896065,202897300,202899531,202901025|202896219,202897415,202899637,202901119|-",hsa-miR-6873-3p,473,1
"chr11|77675036,77693507|77675256,77693611|-",hsa-miR-6728-5p,326,1
"chr7|50669722,50674436,50703821,50732272|50669863,50674658,50703908,50732368|-",hsa-miR-3918,550,1
"chr10|102362475,102363256,102363710|102362664,102363396,102363798|+",hsa-miR-6852-5p,420,1
chr8|100274953|100275161|-,hsa-miR-5572,209,1
"chr18|21622725,21623748,21629062|21622801,21623939,21629189|+",hsa-miR-1236-3p,397,1
chr3|188609161|188609844|+,hsa-miR-6852-5p,684,1
"chr19|41230967,41231183|41231047,41231298|+",hsa-miR-1289,197,1
"chr1|162576777,162579428,162581287|162576981,162579603,162581459|+",hsa-miR-2115-3p,554,1
"chr19|17360528,17360772,17365286,17366099|17360609,17360832,17365998,17366195|-",hsa-miR-520e-5p,953,1
"chr15|90638446,90638735,90641097|90638646,90638815,90641199|+",hsa-miR-608,385,1
"chr3|128087706,128091388|128087808,128091582|-",hsa-miR-198,298,1
"chr11|9494646,9512565,9516201|9494738,9512596,9516362|+",hsa-miR-1228-5p,287,1
"chr15|23026116,23027192,23030885,23036970,23037099|23026205,23027306,23030892,23037005,23037152|-",hsa-miR-6779-5p,303,1
"chr3|49368428,49375434|49368548,49375591|-",hsa-miR-4318,279,1
"chr9|19286769,19305370|19286936,19305527|+",hsa-miR-4723-5p,326,1
"chr11|73707420,73716251|73707513,73716362|-",hsa-miR-7111-3p,206,1
"chr1|46061929,46066054,46066911,46077515,46080642|46062071,46066179,46067091,46077613,46080750|-",hsa-miR-361-3p,658,1
"chr17|76767386,76769746,76774997,76776406,76785362|76767451,76769871,76775171,76776541,76785500|+",hsa-miR-509-5p,642,1
"chr2|223991803,223998115,224001642|223992000,223998342,224001922|-",hsa-miR-139-3p,707,1
"chr1|95138275,95143891,95148702,95150208,95151325|95138402,95144056,95148791,95150266,95151419|+",hsa-miR-6730-5p,538,1
"chr3|125272456,125275994,125277726,125279124,125288103,125313308|125272568,125276153,125277809,125279247,125288228,125313656|-",hsa-miR-591,956,1
"chr3|183070999,183071210,183072366,183086693,183092409|183071120,183071357,183072487,183086788,183092545|-",hsa-miR-3692-5p,625,1
"chr3|125277726,125279124,125288103,125313308|125277809,125279247,125288228,125313656|-",hsa-miR-3689e,683,1
"chr3|42621429,42630546,42631171,42632601|42621516,42630575,42631316,42632823|+",hsa-miR-766-5p,487,1
"chr9|107300141,107318834,107321983,107323890,107324834|107300181,107318879,107322118,107324017,107325004|+",hsa-miR-485-5p,522,1
"chr16|15691144,15694165,15696709|15691323,15694256,15696860|+",hsa-miR-6071,424,1
"chr16|68126448,68157869,68166843,68174374,68181475,68183240|68126610,68158068,68167015,68174514,68181530,68183366|+",hsa-miR-4793-3p,860,1
"chr7|39987599,39997494|39988258,39997664|+",hsa-miR-4510,831,1
"chr6|169663563,169665502,169667136,169667982,169670569,169672255,169688817,169689127|169663594,169665556,169667187,169668095,169670693,169672396,169689012,169689308|-",hsa-miR-6819-3p,898,1
"chr9|36351115,36352742,36353170,36356303,36357775|36351199,36352848,36353331,36356473,36357942|-",hsa-miR-6812-5p,693,1
"chr15|58912563,58913499,58916935,58921446|58912610,58913696,58916999,58921537|-",hsa-miR-4687-3p,403,1
"chr8|6709481,6709741|6709542,6709882|+",hsa-miR-3679-3p,204,1
"chr14|88575840,88577985,88609747,88610834|88575940,88578078,88609803,88610940|+",hsa-miR-6728-5p,359,1
"chr14|67685015,67690212|67685204,67690421|-",hsa-miR-185-3p,400,1
chr1|15518110|15518395|-,hsa-miR-3663-5p,286,1
"chr7|140355668,140358640,140364408,140369590,140380282|140355764,140358785,140364491,140369682,140380390|-",hsa-miR-4667-5p,529,1
"chr6|85517756,85518008,85526126,85528262,85530192,85533599|85517875,85518048,85526237,85528362,85530275,85533800|-",hsa-miR-516a-3p,660,1
"chr11|74620017,74625408,74627698,74629217,74634583,74636197|74620089,74625573,74627768,74629323,74634695,74636275|+",hsa-miR-12114,609,1
"chr19|41319574,41320341|41319852,41320470|+",hsa-miR-6878-3p,409,1
"chr2|203380208,203391046,203394700,203395656,203402576|203380384,203391143,203394846,203395780,203402734|+",hsa-miR-6513-3p,706,1
"chr11|85996826,86000643,86001035,86003366,86022399,86026292,86031469|85996929,86000779,86001158,86003411,86022469,86026367,86031611|-",hsa-miR-7162-3p,701,1
"chr8|73673107,73679546,73688654|73673242,73679711,73688813|-",hsa-miR-103a-1-5p,462,1
"chr9|107306379,107311682,107318752,107321983,107323890,107324834|107306647,107311737,107318879,107322118,107324017,107325004|+",hsa-miR-6845-5p,888,1
"chr2|46974973,46978792,46993450,46994357,46995136,47005922,47006641,47011331|46975103,46978907,46993528,46994514,46995199,47006059,47006724,47011435|+",hsa-miR-941,875,1
chr16|81088085|81088480|-,hsa-miR-26b-3p,396,1
"chr10|14896846,14899539,14901133|14897517,14899685,14901262|+",hsa-miR-4725-3p,949,1
"chr9|83677727,83678441,83683017|83677961,83678574,83683066|-",hsa-miR-423-3p,419,1
"chr21|33532345,33534579,33535225,33539171|33532456,33534753,33535320,33539323|-",hsa-miR-873-3p,536,1
chr11|3702463|3702892|-,hsa-miR-6795-5p,430,1
"chr4|20712788,20713432,20724808,20727285|20712922,20713539,20724888,20727397|+",hsa-miR-10398-5p,437,1
"chr20|20643506,20653530,20676236,20680691|20643549,20653587,20676288,20680801|-",hsa-miR-6736-3p,266,1
"chr10|130159995,130160796,130166507,130166919,130169433|130160069,130160997,130166679,130166980,130169490|+",hsa-miR-6861-5p,570,1
"chr17|63792412,63798038,63799589,63800468,63805044,63806535|63792566,63798099,63799625,63800617,63805175,63806654|+",hsa-miR-7109-5p,656,1
"chr1|45882364,45911040,45917404,45959386|45882395,45911089,45917533,45959477|+",hsa-miR-6790-5p,304,1
"chr7|137901354,137903959,137905702,137908252,137912991,137915837|137901422,137904017,137905848,137908436,137913078,137916012|-",hsa-miR-6813-5p,724,1
"chr16|4822875,4823821,4831979,4843504|4822931,4823907,4832200,4843602|-",hsa-miR-3124-3p,465,1
"chr2|85349384,85350040,85350780|85349581,85350241,85351021|-",hsa-miR-770-5p,642,1
"chr12|89935822,89937093,89937376,89938318|89935987,89937193,89937723,89938378|+",hsa-miR-3155a,676,1
"chr21|25954590,25982392,26000015|25954689,25982477,26000182|-",hsa-miR-6511b-5p,354,1
"chr20|38531167,38532730,38535086,38539776,38541041|38531231,38532859,38535207,38539958,38541192|+",hsa-miR-6856-5p,652,1
"chr9|136224007,136224861,136226774|136224112,136224909,136226874|-",hsa-miR-185-3p,256,1
"chr15|82138658,82151451,82152402|82138842,82151621,82152423|-",hsa-miR-3620-5p,378,1
"chr2|227330626,227332419,227340292,227347226,227352514,227355677,227356986|227330846,227332588,227340380,227347384,227352573,227355761,227357119|+",hsa-miR-3136-5p,918,1
"chr18|9588089,9588711,9593768,9594087,9595018,9596587|9588235,9588853,9593874,9594234,9595102,9596663|-",hsa-miR-5004-5p,707,1
"chr7|44645327,44647657|44645518,44647759|+",hsa-miR-4675,295,1
"chr11|47166268,47166506,47166760,47167909,47168123|47166386,47166599,47166886,47168043,47168251|-",hsa-miR-4691-3p,604,1
"chr5|250992,251338|251103,251468|+",hsa-miR-6820-3p,243,1
"chr4|147624804,147628361,147629599,147631393|147625009,147628435,147629692,147631505|+",hsa-miR-3138,488,1
"chr6|7187434,7189159,7210804,7211573|7187523,7189322,7210948,7211709|+",hsa-miR-4784,536,1
"chr12|111485265,111485713,111486761,111488476,111509549,111509891,111510385|111485331,111485865,111486824,111488780,111509619,111509998,111510582|-",hsa-miR-6830-3p,966,1
"chr7|95977512,95984815,95987056,95995948|95977601,95984977,95987155,95996073|+",hsa-miR-4781-3p,479,1
"chr1|35747907,35748405|35748061,35748604|-",hsa-miR-370-3p,355,1
"chr1|150091937,150092302,150093527,150110496|150092095,150092409,150093648,150110627|+",hsa-miR-4700-3p,521,1
"chr10|11942665,11943064,11948369|11942763,11943168,11948508|-",hsa-miR-5193,344,1
"chr22|27873738,27894555,27910964,27914317|27873815,27894602,27911109,27914347|-",hsa-miR-186-3p,303,1
"chr9|125337018,125337221,125341177,125342219,125346819|125337095,125337591,125341264,125342299,125346941|+",hsa-miR-6878-3p,741,1
"chr19|32432716,32436446,32437194,32439117,32439776|32432806,32436567,32437339,32439235,32439910|+",hsa-miR-6754-5p,613,1
"chr1|20807152,20810738,20813158,20817392|20807500,20810884,20813239,20817538|-",hsa-miR-4793-3p,725,1
"chr3|152445282,152446704,152447620|152445539,152446757,152447773|+",hsa-miR-656-5p,466,1
"chr22|24363261,24365476|24363344,24365632|+",hsa-miR-12122,241,1
"chr4|53383773,53389809|53383876,53389873|+",hsa-miR-598-3p,169,1
"chr22|40868999,40881770,40886313|40869115,40882177,40886515|+",hsa-miR-1587,728,1
"chr11|118374896,118376574|118375229,118376694|+",hsa-miR-5087,455,1
"chr9|376210,376977,379771,382513|376305,377211,379935,382685|+",hsa-miR-6749-3p,669,1
"chr17|67874817,67875556|67875020,67875744|+",hsa-miR-3670,393,1
"chr3|71041328,71046942,71052537,71053636|71041532,71047095,71052626,71053773|-",hsa-miR-20b-3p,587,1
"chr2|15351992,15353553,15356303,15366580|15352081,15353710,15356416,15366693|-",hsa-miR-6885-5p,476,1
"chr17|82900651,82903405,82905936,82909285,82911758|82900731,82903478,82906012,82909307,82911789|+",hsa-miR-378h,287,1
"chr16|11553533,11556511|11553689,11556735|-",hsa-miR-6726-5p,382,1
"chr20|43702490,43705219|43702903,43705358|+",hsa-miR-6825-5p,554,1
chr10|119898427|119898959|+,hsa-miR-6085,533,1
"chr2|174875788,174877840,174878041|174875865,174877874,174878128|-",hsa-miR-6730-3p,201,1
"chr20|47623911,47625381,47627002,47627561,47627922|47624083,47625485,47627176,47627749,47628023|+",hsa-miR-6888-3p,744,1
"chr4|39872986,39874289,39876993,39879728,39890249|39873144,39874412,39877153,39879833,39890364|-",hsa-miR-4686,666,1
"chr21|33579350,33581302,33581951,33583488|33579562,33581500,33582246,33583666|-",hsa-miR-296-3p,887,1
"chr2|202513719,202514888,202518822,202520087,202530794,202532585|202513829,202514979,202519052,202520201,202530954,202532732|+",hsa-miR-6077,858,1
"chr14|69453241,69454812,69455732,69458363|69453309,69454897,69455866,69458729|+",hsa-miR-6869-5p,657,1
"chr1|42278348,42278744|42278569,42278784|-",hsa-miR-4778-3p,263,1
"chr10|3163725,3165238,3165413,3166229,3166936|3163885,3165334,3165527,3166380,3167042|-",hsa-miR-6746-3p,632,1
"chr14|76166663,76171843,76173546,76176623,76177988,76180764,76195878|76166727,76172019,76173625,76176690,76178042,76180849,76195972|+",hsa-miR-4270,626,1
"chr19|44707861,44708103|44707939,44708187|+",hsa-miR-574-5p,164,1
"chr3|183070999,183071210,183072366,183086693,183092409,183094559|183071120,183071357,183072487,183086788,183092545,183094605|-",hsa-miR-4534,672,1
"chr13|75560753,75566695,75567227,75569460|75560881,75566851,75567312,75569507|+",hsa-miR-3085-5p,420,1
"chr8|108234998,108236161,108239958,108241799|108235102,108236203,108240075,108241913|-",hsa-miR-6772-3p,381,1
"chr15|75609558,75609890,75617408,75620894|75609651,75609994,75617552,75621056|-",hsa-miR-7110-5p,507,1
"chr20|49233306,49233568|49233405,49233709|+",hsa-miR-1295a,242,1
"chr4|94573351,94575616,94618161,94640276|94573393,94575924,94618191,94640450|+",hsa-miR-6165,558,1
"chr12|29343120,29345443|29343282,29345540|-",hsa-miR-889-5p,261,1
"chr10|96907265,96907668,96944113,96949008,96952103|96907330,96907747,96944245,96949295,96952196|+",hsa-miR-6788-5p,661,1
chr5|177971812|177972318|+,hsa-miR-6862-3p,507,1
"chr2|210556719,210573298,210576346,210577421,210579714,210582617|210556859,210573407,210576490,210577510,210579770,210582709|+",hsa-miR-2392,636,1
"chr9|128969400,128970758,128973160|128969514,128970958,128973249|+",hsa-miR-1972,406,1
"chr2|241403828,241404799,241407537,241411033|241403932,241404841,241407615,241411130|+",hsa-miR-7112-3p,325,1
"chr3|136026832,136049259,136070478|136026968,136049361,136070552|+",hsa-miR-3652,315,1
"chr16|68927568,68930238,68974028|68928083,68930295,68974168|+",hsa-miR-4526,715,1
"chr4|106095482,106116203,106171095,106193609,106194718,106212750|106095641,106116378,106171270,106193770,106194754,106212835|-",hsa-miR-7160-3p,797,1
"chr16|23102319,23105441,23106213,23106399,23108046|23102463,23105576,23106305,23106487,23108183|-",hsa-miR-485-5p,601,1
"chr2|48479924,48486631,48491018,48495679,48498493|48480016,48486758,48491170,48495771,48498735|+",hsa-miR-4640-5p,710,1
"chr14|39074415,39075935,39085762|39074530,39076093,39085906|-",hsa-miR-150-3p,420,1
"chr12|111485265,111485713,111486761,111488476,111509549,111509891,111510385|111485331,111485865,111486824,111488780,111509619,111509998,111510582|-",hsa-miR-661,966,1
"chr18|49257010,49258380,49272178,49281997,49379688|49257104,49258493,49272303,49282033,49379758|-",hsa-miR-3187-5p,443,1
chr11|94799390|94800311|+,hsa-miR-4689,922,1
"chr1|15872816,15876202|15873136,15876678|+",hsa-miR-1237-3p,798,1
"chr21|10454134,10462836,10485618|10454296,10462929,10485734|+",hsa-miR-17-5p,374,1
"chr12|26990450,26995237,26996742,26999526,27003236|26990627,26995408,26996862,26999676,27003390|-",hsa-miR-1249-5p,777,1
chr10|124681607|124682379|-,hsa-miR-103a-1-5p,773,1
"chr3|4376330,4410865,4417128,4418010,4420064,4445497,4449266,4452876|4376389,4410978,4417242,4418132,4420146,4445638,4449340,4453049|-",hsa-miR-183-5p,886,1
"chr2|229858772,229860406|229859574,229860531|-",hsa-miR-4688,929,1
"chr17|63028004,63030058,63073943,63099175,63193991,63200771|63028162,63030089,63074014,63099357,63194139,63200957|+",hsa-miR-6894-5p,782,1
"chr10|92311135,92333470,92340673|92311337,92333625,92340803|+",hsa-miR-6804-3p,490,1
"chr10|118038972,118040123|118039440,118040565|-",hsa-miR-1224-5p,912,1
"chr18|9583117,9584515,9584721,9588089,9588711,9593768,9595018|9583275,9584580,9584828,9588235,9588853,9593874,9595102|-",hsa-miR-6736-3p,815,1
"chr9|129120513,129123052,129128985,129131522|129120610,129123138,129129110,129131639|+",hsa-miR-4269,429,1
"chr5|62363178,62363695,62365243,62366414|62363320,62363899,62365353,62366481|+",hsa-miR-4772-3p,527,1
"chr4|99048733,99057753,99061154|99048876,99057818,99061645|+",hsa-miR-6848-5p,702,1
"chr17|39708321,39709318,39709813,39710340|39708534,39709452,39709881,39710481|+",hsa-miR-503-5p,560,1
"chr14|70988567,70995741,71009634|70988699,70995925,71009724|+",hsa-miR-3661,409,1
"chr7|105040839,105062164,105063351,105066727|105041023,105062278,105063580,105066807|+",hsa-miR-671-5p,611,1
chr19|7163032|7163199|-,hsa-miR-1236-3p,168,1
"chr22|31688156,31701656,31703550|31688227,31701762,31703721|-",hsa-miR-4763-3p,351,1
"chr11|34086064,34086305|34086219,34086413|+",hsa-miR-4745-5p,265,1
"chrX|10566888,10567490|10567279,10567603|-",hsa-miR-4502,506,1
"chr16|25128475,25132402,25140171|25128570,25132523,25140247|+",hsa-miR-4439,295,1
"chr22|17683214,17688986,17692356,17696141,17702243|17683321,17689142,17692489,17696210,17702386|+",hsa-miR-4656,613,1
"chr2|110666263,110667521,110667793,110669453,110670525,110672661|110666414,110667705,110667849,110669553,110670568,110672857|-",hsa-miR-3180-5p,736,1
"chr22|41125864,41127487,41129890,41131388|41126040,41127748,41130003,41131633|+",hsa-miR-3175,799,1
"chr15|78878213,78880512,78886141,78887269,78890989,78891484,78892212|78878259,78880579,78886227,78887349,78891014,78891572,78892313|+",hsa-miR-6891-3p,500,1
"chr17|18292645,18294703,18299559,18301885,18302264,18302580,18305112,18306891|18292852,18294785,18299633,18301985,18302434,18302723,18305220,18306966|-",hsa-miR-6812-5p,967,1
"chr1|70228422,70231859,70232268|70228555,70231975,70232377|+",hsa-miR-4673,361,1
"chr17|82766267,82768420,82772452,82781589|82766368,82768566,82772507,82781721|+",hsa-miR-12118,438,1
"chr19|11058255,11058788,11059753,11060045|11058363,11058889,11059885,11060187|+",hsa-miR-320a-5p,487,1
"chr3|126852644,126857673,126914680|126852730,126857857,126914750|+",hsa-miR-3680-3p,343,1
"chr14|90644048,90646951,90652841,90654993,90657174,90658304,90676523,90680472|90644208,90647023,90652898,90655110,90657278,90658387,90676660,90680535|-",hsa-miR-4526,801,1
"chr7|92225720,92226526|92225827,92226682|-",hsa-miR-1293,265,1
"chr7|129630078,129657346,129671429|129630168,129657574,129671543|+",hsa-miR-6838-5p,435,1
"chr3|195688533,195689339,195699030|195688797,195689438,195699207|+",hsa-miR-339-5p,543,1
"chr3|11358418,11360581,11362813,11364659,11379972|11358612,11360784,11362928,11364734,11380052|+",hsa-miR-6773-5p,672,1
"chr7|152309966,152311798,152315138,152330601,152358587|152310075,152311946,152315338,152330739,152358675|-",hsa-miR-6079,688,1
"chr11|46630045,46644279,46645339,46645870,46649137,46650177|46630100,46644360,46645419,46645989,46649183,46650317|+",hsa-miR-665,527,1
"chr15|72253437,72254455,72256465|72253504,72254520,72256590|-",hsa-miR-4529-5p,260,1
"chr11|3702463,3712668|3702738,3712728|-",hsa-miR-4505,337,1
"chr16|88608934,88611268|88609051,88611536|+",hsa-miR-760,387,1
"chr6|160046498,160047159,160047792,160048375|160046649,160047336,160047907,160048543|+",hsa-miR-5007-5p,615,1
"chr4|53399730,53414615,53425872,53428027|53399839,53414722,53425965,53428183|+",hsa-miR-765,469,1
"chr9|95060694,95080694,95082575|95060810,95080780,95082719|+",hsa-miR-3188,349,1
"chr15|84687625,84691535|84687774,84691644|-",hsa-miR-3663-3p,260,1
"chr1|51402435,51447962|51402525,51448135|-",hsa-miR-4772-3p,265,1
"chr9|14146689,14150145,14155825,14179727|14146807,14150265,14155893,14179780|-",hsa-miR-5195-3p,363,1
"chr17|28122603,28132620,28161160,28163543,28168448|28122707,28132675,28161266,28163628,28168657|+",hsa-miR-891b,564,1
"chr20|34072066,34073563,34073819,34075874,34076702,34077028|34072330,34073635,34073866,34076040,34076815,34077245|+",hsa-miR-3189-3p,885,1
"chrX|53614534,53615744,53616970,53617340,53624595,53625157|53614745,53615835,53617147,53617446,53624675,53625258|-",hsa-miR-6735-3p,772,1
"chr1|161102048,161102287|161102171,161102375|-",hsa-miR-4786-3p,213,1
"chr9|107306379,107311682,107318752,107321983,107323890,107324834|107306647,107311737,107318879,107322118,107324017,107325004|+",hsa-miR-593-3p,888,1
chr16|14644274|14644609|+,hsa-miR-449c-5p,336,1
"chr5|160089506,160093101,160093868|160089610,160093153,160094065|-",hsa-miR-197-5p,356,1
"chr3|47056821,47062163|47057490,47062346|-",hsa-miR-6743-5p,854,1
"chr5|97013648,97026721,97027733,97028402|97013811,97026757,97027814,97028612|+",hsa-miR-1285-3p,494,1
"chr7|152220523,152235801,152238707|152220735,152235933,152238826|-",hsa-miR-8089,466,1
"chr3|47661294,47662334,47670658,47675475,47676629,47678198|47661455,47662592,47670717,47675588,47676782,47678311|-",hsa-miR-6837-5p,863,1
"chr16|74477396,74480241,74483023|74477533,74480394,74483124|-",hsa-miR-6748-5p,394,1
"chr4|145150513,145150802,145152541,145155411,145155569,145155936|145150699,145150905,145152635,145155475,145155686,145155996|-",hsa-miR-5004-3p,630,1
"chr22|41274600,41280933|41274727,41281082|-",hsa-miR-504-5p,278,1
"chr15|28190965,28191139,28191961,28196215,28196461|28191056,28191244,28192151,28196354,28196569|-",hsa-miR-3064-5p,638,1
"chr21|45755417,45757906,45760154|45755452,45758049,45760441|+",hsa-miR-7703,468,1
"chr19|43543391,43543612,43544144,43545818,43546052,43546595,43546884|43543505,43543687,43544234,43545957,43546106,43546727,43546977|-",hsa-miR-1266-5p,704,1
"chr1|179846107,179852764|179846658,179852811|-",hsa-miR-1269a,600,1
"chr5|122795266,122799692,122801869,122802081,122803472,122808277|122795383,122799855,122801935,122802124,122803613,122808355|+",hsa-miR-6793-5p,614,1
"chr7|26195847,26196401,26196557,26196807,26197315,26197622|26195909,26196481,26196658,26197017,26197461,26197732|-",hsa-miR-6833-3p,715,1
"chr5|154294816,154297941,154329572|154294918,154298079,154329738|+",hsa-miR-6787-3p,409,1
"chr3|148994142,148996302,148996742,149009276|148994277,148996476,148996904,149009402|+",hsa-let-7e-5p,601,1
"chr4|6994184,6996325,6999085,7001145,7004844,7006632,7010653,7014448|6994302,6996407,6999202,7001251,7004924,7006726,7010781,7014557|+",hsa-miR-6752-3p,842,1
"chr5|108946130,108954729,108959225,109037422,109044680,109047104|108946222,108954932,108959347,109037478,109044795,109047198|+",hsa-miR-1825,688,1
"chr8|97661072,97686668,97687429,97689038,97690952,97699754,97706626|97661173,97686752,97687605,97689103,97691188,97699852,97706750|+",hsa-miR-6512-3p,891,1
"chr22|20551436,20553145,20554936|20551487,20553174,20555148|+",hsa-miR-6084,295,1
"chr10|124681607,124682313|124681883,124682379|-",hsa-miR-103a-2-5p,344,1
"chr20|5565017,5566733,5567483,5570147,5573915,5575413,5575816,5578380,5580008|5565078,5566772,5567560,5570239,5573969,5575545,5575978,5578611,5580131|-",hsa-miR-3160-5p,980,1
chr17|1436620|1437155|-,hsa-miR-1281,536,1
"chr12|123166655,123176688,123179926|123166789,123176789,123179990|-",hsa-miR-487b-5p,302,1
"chr6|15410224,15452071|15410283,15452175|+",hsa-miR-6732-5p,165,1
"chr1|51750145,51751474,51752503,51753095,51756320,51760709,51761867|51750195,51751575,51752725,51753143,51756358,51760780,51761971|+",hsa-miR-4647,641,1
"chr17|37200427,37205765,37206783|37200483,37205872,37206879|-",hsa-miR-6819-5p,262,1
"chr12|50430495,50435488,50437735,50440439,50441590,50453460,50454314|50430570,50435624,50437838,50440549,50441643,50453672,50454417|+",hsa-miR-4676-5p,799,1
"chr7|100553347,100554093|100553500,100554258|+",hsa-miR-6782-5p,320,1
